ID_unico,Codigo_de_muestra,Proyecto,Cliente,Codigo_de_la_coleccion,ID_de_la_coleccion,Tipo_de_caracterizacion,Grupo_Biologico,Tipo_Hidrobiota,Dom_Hidrobiota,Metodo_de_registro,Continente,Dom_Cont,Cuerpo_de_agua,Grupo_de_islas,Isla,Pais,Dom_Pais,Departamento,Dom_Departamento,Municipio,Dom_Municipio,Centro_poblado_Cabecera_municipal,Elevacion_original,Profundidad_original,Latitud_original,Longitud_original,Sistema_original_de_coordenadas,Codigo_EPSG_original,Latitud_decimal,Longitud_decimal,Sistema_de_coordenadas_decimal,Codigo_EPSG_decimal,Nombre_comun,Nombre_cientifico,Nombre_cientifico_actualizado,Reino,Filo,Clase,Orden,Familia,Genero,Epiteto_especifico,Categoria_del_taxon,COD_COBERT,CATEG_CIT,CATEG_UICN,CATE_MINIS,T_DISTRIB,VEDA,RESOLUCION,TIPO_HAB,Dom_Habito,TIPO_MIGR,Origen,Sexo,Edad_Etapa,Numero_de_individuos,Unidad,Permiso_de_colecta,Nombre_del_colector,Fecha_de_colecta,Fecha_de_identificacion,Observaciones
7,ALT-RED2-EQ,PEQ259,ECOPETROL S.A.,,,Seguimiento plan de compensación,Hidrobiológico,Ictioplancton,120207,Registros visuales y auditivos en puntos de conteo de radio fijo. 15 min por punto. Dos puntos diarios,América,5,,,,Colombia,COL,Meta,50,PUERTO LLERAS,50577,,266,,"1921085,554","4977405,086",MAGNA-SIRGAS Origen Bogotá,3116,3.285758672169073,-73.20346789621809,MAGNA-SIRGAS Origen Nacional,9377,Saltarín barbiblanco,Manacus manacus,,Animalia,Chordata,Aves,Passeriformes,Pipridae,Manacus,,,,No aplica,Preocupación Menor (LC),Preocupación Menor (LC),Restringida,Nacional,787,N.A,,No,,,,1.0,Individuo,,Sebastian Giraldo Dávila,2024-11-25,2024-12-14,
